Context,Text Response
"what did you like?	the island is so green, and the water is so blue.",
"the island is so green, and the water is so blue.	did you go swimming?",
"did you go swimming?	i went to the beach every day.",
"i went to the beach every day.	how was the weather?",
"how was the weather?	it was hot and sunny every day.",
"it was hot and sunny every day.	what did you do at night?",
"what did you do at night?	at night i went out to eat.", the food was delicious.
at night i went out to eat.," the food was delicious.	people who live in hawaii are lucky."
"i like this hotel.	what do you like about it?",
"what do you like about it?	we get a free breakfast.",
"we get a free breakfast.	coffee and a roll?",
"coffee and a roll?	no, a real breakfast.",
"no, a real breakfast.	bacon and eggs?",
"bacon and eggs?	with toast, ham, sausage, fresh fruit, and juice.",
"with toast, ham, sausage, fresh fruit, and juice.","	wow! that is nice. let's stay for two nights."
wow! that is nice.," let's stay for two nights.	and the rooms are clean, too."
"and the rooms are clean, too.	do they allow pets?",
"do they allow pets?	no pets, no smoking.",
"no pets, no smoking.","	i like that. let's stay three nights."
"i'm not sleeping here tonight.	what's the matter?", this is a nice room.
what's the matter? this is a nice room.,"	maybe the room is nice, but not the bed."
"maybe the room is nice, but not the bed.	what's wrong with the bed?",
"what's wrong with the bed?	look at this sheet.",
"look at this sheet.	yes?",
yes?,"	see those stains?"
"see those stains?	i sure do.",
i sure do.,"	i'm not sleeping on that sheet."
i'm not sleeping on that sheet.,"	well, just call the front desk. they'll give us new sheets."
"well, just call the front desk."," they'll give us new sheets.	i want sheets without stains on them."
i want sheets without stains on them.,"	from now on, let's bring our own sheets."
"what time does your plane leave?	it leaves at 12:15.",
"it leaves at 12:15.	when do you have to be at the airport?",
"when do you have to be at the airport?	i have to be there two hours early.",
i have to be there two hours early.,"	so we have to be at the airport at 10:15."
so we have to be at the airport at 10:15.,"	that means we have to leave the house at 9:15."
that means we have to leave the house at 9:15.,"	well, it's an hour to get there, if there are no traffic problems."
"well, it's an hour to get there, if there are no traffic problems.	so maybe we better leave at 8:15?",
"so maybe we better leave at 8:15?	yes, it's better to get there too early than too late.",
"yes, it's better to get there too early than too late.","	i agree."
i agree.,"	you never know what might happen on these freeways."
you never know what might happen on these freeways.,"	there's at least one huge accident every day."
"i need to fly to new york.	when are you going?",
"when are you going?	during the christmas holidays.",
during the christmas holidays.,"	you'd better buy your ticket now."
you'd better buy your ticket now.,"	you must be kidding."
you must be kidding.,"	no, i'm not. it's march. time is running out. seats are selling out right now."
"no, i'm not."," it's march. time is running out. seats are selling out right now.	i thought i would wait until october."
i thought i would wait until october.,"	i'll bet this is the first time you've ever flown during christmas."
i'll bet this is the first time you've ever flown during christmas.,"	you're right."
you're right.,"	well, listen to me. you need to buy a ticket now."
"well, listen to me."," you need to buy a ticket now.	but maybe prices will be cheaper in october."
but maybe prices will be cheaper in october.,"	cheaper prices won't do you any good if there are no seats."
i hate flying.,"	so do i."
so do i.,"	a long time ago, flying used to be okay."
"a long time ago, flying used to be okay.","	now it's like riding a bus."
now it's like riding a bus.,"	you're jammed in with people all around you."
you're jammed in with people all around you.,"	half of them are coughing, and the other half are sneezing."
"half of them are coughing, and the other half are sneezing.","	you don't have any elbow room or knee room."
you don't have any elbow room or knee room.,"	people are always getting up to use the bathroom."
people are always getting up to use the bathroom.,"	kids are crying or climbing over you."
kids are crying or climbing over you.,"	it's a flying zoo!"
"it's a flying zoo!	i wish i could afford first class seats.",
"i wish i could afford first class seats.	doesn't everybody?",
some guy rowed across the atlantic ocean.,"	good for him."
"good for him.	why would he do that?",
why would he do that?,"	did he set a new record?"
"did he set a new record?	yes, i think he did.",
"yes, i think he did.","	well, i guess that's why he did it."
"well, i guess that's why he did it.	what's the point?",
what's the point?,"	now he has the world record!"
"now he has the world record!	but someone's going to break it, so what good is it?",
"but someone's going to break it, so what good is it?	well, he can enjoy it while it lasts.",
"well, he can enjoy it while it lasts.","	i don't think he even got paid for it."
i don't think he even got paid for it.,"	some people do it just to do it."
"i want to go on a cruise ship.	that sounds like fun. where do you want to go?",
that sounds like fun. where do you want to go?,"	i want to cruise to hawaii."
i want to cruise to hawaii.,"	that should be a nice trip. lots of fun, and lots of food."
that should be a nice trip.," lots of fun, and lots of food.	i have no idea how much it will cost."
i have no idea how much it will cost.,"	i think it depends on the season and on your cabin."
i think it depends on the season and on your cabin.,"	well, of course i want to go when the weather is nice."
"well, of course i want to go when the weather is nice.","	yes, you don't want to travel in winter storms."
"yes, you don't want to travel in winter storms.","	and i want to get a big cabin with a view."
"and i want to get a big cabin with a view.	are you going to travel alone?",
"are you going to travel alone?	no, my sister and i will travel together.",
"no, my sister and i will travel together.","	well, you should go online and try to find a good deal."
"i hate to fly.	because of all the security?",
"because of all the security?	no, because it hurts my ears.",
"no, because it hurts my ears.	what do you mean?",
"what do you mean?	every time we land or take off, my ears hurt so much.",
"every time we land or take off, my ears hurt so much.","	that's just the altitude change, i think."
"that's just the altitude change, i think.","	whatever it is, it hurts."
"whatever it is, it hurts.	can't you take medicine or something for it?",
"can't you take medicine or something for it?	i've tried everything, but nothing works.",
"i've tried everything, but nothing works.	have you tried earplugs?",
"have you tried earplugs?	they don't work, either.",
"they don't work, either.","	well, be glad you're not a pilot."
"spring break starts tomorrow.	are you going to go anywhere?",
"are you going to go anywhere?	i was thinking of driving to arizona.",
"i was thinking of driving to arizona.	to the grand canyon?",
"to the grand canyon?	yes.", i've never been there.
yes.," i've never been there.	i was there when i was a kid."
"i was there when i was a kid.	how did you like it?",
"how did you like it?	i loved it.", i still remember how amazing it was.
i loved it.," i still remember how amazing it was.	i'm sure i'll like it, too."
"i'm sure i'll like it, too.","	you should try riding a mule on a trail to the bottom."
you should try riding a mule on a trail to the bottom.,"	no way! i don't want to fall to my death."
no way! i don't want to fall to my death.,"	don't worry. only one person has ever fallen off a mule."
that hotel was terrible.,"	the worst in the whole world."
the worst in the whole world.,"	the walls were so thin."
the walls were so thin.,"	all day long we heard tvs or telephones."
all day long we heard tvs or telephones.,"	all night long we heard people snoring."
all night long we heard people snoring.,"	housekeeping didn't give us fresh towels."
housekeeping didn't give us fresh towels.,"	room service brought us a cold dinner."
room service brought us a cold dinner.,"	our nonsmoking room stunk of cigarette smoke."
our nonsmoking room stunk of cigarette smoke.,"	our room was right next to the elevator and the ice machine."
our room was right next to the elevator and the ice machine.,"	they added phony charges to our bill."
"they added phony charges to our bill.	how did we end up in that terrible hotel?",
how did we end up in that terrible hotel?,"	the travel agent gave us a 50-percent discount!"
i have to hang up.," i'm so sleepy.	it's not even 10 o'clock."
it's not even 10 o'clock.,"	i'm falling asleep on the phone."
i'm falling asleep on the phone.,"	you got up real early."
you got up real early.,"	i had to take my friend to the airport."
"i had to take my friend to the airport.	why didn't you take a nap when you got home?",
"why didn't you take a nap when you got home?	i didn't get home until 30 minutes ago.",
"i didn't get home until 30 minutes ago.	why is that?",
"why is that?	there was a bomb threat at the airport.",
"there was a bomb threat at the airport.	only a threat?",
"only a threat?	yes, but i was stuck there all day while they looked for the bomb.",
"yes, but i was stuck there all day while they looked for the bomb.","	someday the bomb is going to be for real."
"my dad went to washington, d.c.	why did he do that?",
"why did he do that?	he was invited, along with about 90 other veterans.",
"he was invited, along with about 90 other veterans.	who invited them?",
"who invited them?	some private organization.",
"some private organization.	why did they invite him?",
"why did they invite him?	to thank him and all the other soldiers who served in world war ii.",
to thank him and all the other soldiers who served in world war ii.,"	that's very nice."
that's very nice.,"	my dad got to see the beautiful new world war ii monument."
my dad got to see the beautiful new world war ii monument.,"	that trip must have cost a lot of money."
that trip must have cost a lot of money.," 	he said all the money came from private donations."
"that was a great trip to washington, d.","c.	tell me about it, dad."
"tell me about it, dad.","	about 90 of us world war ii veterans got on the plane at 8 a.m."
"about 90 of us world war ii veterans got on the plane at 8 a.m.	how long was the flight?",
"how long was the flight?	it only took about two hours.",
"it only took about two hours.	did you take pictures at the world war ii monument?",
"did you take pictures at the world war ii monument?	oh, yes.", we all took lots of pictures.
"oh, yes. we all took lots of pictures.	then you flew back home that evening?",
"then you flew back home that evening?	yes."," when we landed, tv reporters and the army band were there."
yes.," when we landed, tv reporters and the army band were there.	that must have made you feel really special."
that must have made you feel really special.,"	oh, it did. there were about 300 people there to honor us."
"oh, it did."," there were about 300 people there to honor us.	well, you all deserve it. you helped save our country."
i need a job.,"	i thought you had a job."
i thought you had a job.,"	i did."
"i did.	what happened?",
"what happened?	i got laid off.",
"i got laid off.	that's terrible! when did it happen?",
"that's terrible! when did it happen?	i got laid off last week.",
"i got laid off last week.	just you?",
"just you?	no, ten of my coworkers got laid off, too.",
"no, ten of my coworkers got laid off, too.	what are you going to do?",
"what are you going to do?	i'm looking in the newspaper for a job.",
i'm looking in the newspaper for a job.,"	good luck!"
"before you go to that interview, check yourself.	what's to check?",
what's to check?,"	are your nails clean?"
"are your nails clean?	yes, they are.",
"yes, they are.	did you double-check your nose and teeth?",
"did you double-check your nose and teeth?	they are clean, too.",
"they are clean, too.	did you shine your shoes?",
"did you shine your shoes?	my shoes are shined.",
"my shoes are shined.	do your socks match?",
"do your socks match?	of course they match.",
of course they match.,"	no, they don't. one is black and one is dark blue."
"no, they don't."," one is black and one is dark blue.	yikes! thank you."
life is hard.,"	it sure is."
it sure is.,"	i thought school was hard."
i thought school was hard.,"	me, too. i couldn't wait to graduate."
"me, too."," i couldn't wait to graduate.	but now work is hard, too."
"but now work is hard, too.","	i agree. work is just as hard as school."
i agree.," work is just as hard as school.	sometimes i wish i was back in school."
sometimes i wish i was back in school.,"	me, too. school was fun."
"me, too."," school was fun.	and it was only 12 years."
and it was only 12 years.,"	it went by pretty fast."
it went by pretty fast.,"	but work goes on forever!"
,"but work goes on forever!	we have to work for 30 years!"
i'm sleepy.,"	so am i."
so am i.,"	i had a long day."
i had a long day.,"	so did i."
so did i.,"	i didn't even have lunch."
i didn't even have lunch.,"	neither did i."
neither did i.,"	i was busy the whole day."
i was busy the whole day.,"	so was i."
so was i.,"	i had to bring work home with me."
i had to bring work home with me.,"	i did too."
i did too.,"	your day was just like mine."
your day was just like mine.,"	of course it was. we work together!"
"i don't like my job.	what do you do?",
"what do you do?	i'm a babysitter.",
"i'm a babysitter.	is that a lot of work?",
"is that a lot of work?	babies cry all the time.",
babies cry all the time.,"	you have to change their diapers."
you have to change their diapers.,"	i have to feed them."
"i have to feed them.	are you looking for another job?",
"are you looking for another job?	no, i'm looking for another family.",
"no, i'm looking for another family.	another family?",
"another family?	a family with only one baby.",
a family with only one baby.,"	that's a good idea."
"i need a job.	what was your last job?",
"what was your last job?	i was a painter.",
"i was a painter.	what happened?",
"what happened?	i got laid off because there was no work.",
"i got laid off because there was no work.	what else can you do?",
"what else can you do?	i'm a handyman.",
"i'm a handyman.	can you fix a dripping faucet in a kitchen sink?",
"can you fix a dripping faucet in a kitchen sink?	of course.",
of course.,"	then i have a job for you in my kitchen."
then i have a job for you in my kitchen.,"	it will cost you only $20 plus parts."
it will cost you only $20 plus parts.,"	okay. that sounds like a fair price."
"what would you do if you lost your job?	i have no idea.", i've been here for 20 years.
"i have no idea. i've been here for 20 years.	do you have any other skills?",
"do you have any other skills?	well, i know how to flip hamburgers.",
"well, i know how to flip hamburgers.","	no one would hire you to flip hamburgers."
"no one would hire you to flip hamburgers.	have you heard something that you're not telling me?",
have you heard something that you're not telling me?,"	what do you mean?"
what do you mean?,"	are there going to be layoffs at this place?"
are there going to be layoffs at this place?,"	i certainly hope not!"
"i certainly hope not!	if you got laid off, you'd be flipping hamburgers, too.",
"if you got laid off, you'd be flipping hamburgers, too.","	oh great, we could both work at burger king."
"oh great, we could both work at burger king.","	maybe we'd get laid off there, too."
"do your students ever talk about their jobs?	yes, and they ask me what jobs are the best.",
"yes, and they ask me what jobs are the best.","	i tell my students to become a teacher."
i tell my students to become a teacher.,"	teaching is a great job."
teaching is a great job.,"	it's the best job i've ever had."
"it's the best job i've ever had.	what makes it so good?",
"what makes it so good?	for me, it's the students.",
"for me, it's the students.	what do you mean?",
"what do you mean?	i mean i have wonderful students.",
i mean i have wonderful students.,"	that must be nice."
that must be nice.,"	teaching is the best part of my whole day."
teaching is the best part of my whole day.,"	you're a lucky man to have a job you love."
"boy, i'm glad that job is finished.	how long did it take?",
"how long did it take?	four hours, without a break.",
"four hours, without a break.","	it's always nice to finish a job."
it's always nice to finish a job.,"	well, it's good and bad."
"well, it's good and bad.	what's bad about it?",
what's bad about it?,"	when you finish, all you do is start another job!"
"when you finish, all you do is start another job!	yes, that's right.", it does get boring.
"yes, that's right."," it does get boring.	especially if it's the same work, over and over."
"especially if it's the same work, over and over.","	but that's what most people do."
but that's what most people do.,"	yes, i guess most of us are stuck in a routine."
"yes, i guess most of us are stuck in a routine.","	i wonder if there is any job that you don't repeat over and over."
"i think i have the worst boss in the world.	what makes him so bad?",
"what makes him so bad?	he's rude and he yells a lot.",
he's rude and he yells a lot.,"	that's hard to take."
that's hard to take.,"	i've never heard him say please or thank you."
i've never heard him say please or thank you.,"	he sounds like a real jerk."
he sounds like a real jerk.,"	no one at work likes him."
"no one at work likes him.	can't you report him to his supervisor?",
"can't you report him to his supervisor?	of course not."," if i do that, i'll lose my job."
of course not.," if i do that, i'll lose my job.	yes, they don't like troublemakers or complainers."
"yes, they don't like troublemakers or complainers.","	i can't quit, because i'm making a good salary."
"i can't quit, because i'm making a good salary.","	you shouldn't choose money over happiness."
what are we going to do?,"	about what?"
"about what?	about finding a job for me.",
about finding a job for me.,"	you don't need a job. i make enough money for both of us."
you don't need a job.," i make enough money for both of us.	that doesn't matter. i don't want to sit around."
"that doesn't matter. i don't want to sit around.	okay, what kind of job do you want?",
"okay, what kind of job do you want?	i'm not sure.",
i'm not sure.,"	well, you should do something that you enjoy."
"well, you should do something that you enjoy.","	i enjoy selling. i was born to sell."
"i enjoy selling. i was born to sell.	okay, what do you want to sell?",
"okay, what do you want to sell?	cigarette lighters.", i'll make a fortune.
cigarette lighters.," i'll make a fortune.	but you hate cigarettes and you hate smoking!"
a new hotel is looking for workers.,"	yes, i saw it on the tv news."
"yes, i saw it on the tv news.","	they need 300 new workers."
they need 300 new workers.,"	and 4,000 people showed up."
"and 4,000 people showed up.","	so many people are out of work."
so many people are out of work.,"	i still have my job, thank goodness."
"i still have my job, thank goodness.","	so do i, but i'm worried."
"so do i, but i'm worried.","	me too. there are no guarantees."
me too.," there are no guarantees.	if you lose your job, you can move in with me."
"if you lose your job, you can move in with me.","	oh, thank you. that's very nice of you."
"oh, thank you."," that's very nice of you.	you would do the same for me."
"you would do the same for me.	of course. what are friends for?",
"i think i did something real stupid.	what did you do?",
"what did you do?	i bought some stock.",
i bought some stock.,"	everybody buys stock."
everybody buys stock.,"	i bought it on a hunch."
"i bought it on a hunch.	you didn't read about the company first?",
"you didn't read about the company first?	i didn't have to.", it's been in business for 60 years.
"i didn't have to. it's been in business for 60 years.	so what's the problem?",
"so what's the problem?	i used all my savings on this one company.",
i used all my savings on this one company.,"	you put all your eggs into one basket."
you put all your eggs into one basket.,"	if the company goes out of business, i'll have nothing."
"if the company goes out of business, i'll have nothing.","	oh, you'll have somethingÂ—you'll have a lesson you'll never forget!"
"i was going to be a doctor.	what happened to your plans?",
"what happened to your plans?	i got a d in college chemistry.",
i got a d in college chemistry.,"	well, a d is better than an f."
"well, a d is better than an f.","	a tutor helped me get the d!"
"a tutor helped me get the d!	so, you didn't become a doctor.",
"so, you didn't become a doctor.","	and now i'm glad that i didn't."
"and now i'm glad that i didn't.	why's that?",
"why's that?	a hospital is the most dangerous place in the world.",
a hospital is the most dangerous place in the world.,"	oh, yes, because of all the killer germs."
"oh, yes, because of all the killer germs.","	if you're a smart doctor, you stay away from hospitals."
"if you're a smart doctor, you stay away from hospitals.","	yes, the smart doctors are those tv news doctorsÂ—no hospitals, no patients."
"i want to be a mail carrier when i grow up.	why?",
"why?	because you get to meet a lot of people.",
because you get to meet a lot of people.,"	you sure do."
you sure do.,"	and you get a lot of exercise every day."
and you get a lot of exercise every day.,"	that's the truth."
that's the truth.,"	and you get to play with a lot of dogs."
and you get to play with a lot of dogs.,"	well, you're supposed to be working."
"well, you're supposed to be working.","	yes, but i will always pet the friendly dogs."
"yes, but i will always pet the friendly dogs.	what about the unfriendly dogs?",
"what about the unfriendly dogs?	i think if you are friendly to dogs, they are friendly to you.",
"i think if you are friendly to dogs, they are friendly to you.","	dogs are like peopleÂ—not all of them are friendly."
"i want to move to new york.	to the state or the city?",
"to the state or the city?	to the city, of course.",
"to the city, of course.	why do you want to move there?",
"why do you want to move there?	because i want to make a lot of money.",
because i want to make a lot of money.,"	there are a lot of poor people in new york."
there are a lot of poor people in new york.,"	there sure areÂ—at least a million."
"there sure areÂ—at least a million.	so how do you plan to become rich?",
"so how do you plan to become rich?	i will knock on the doors of all the corporations.",
i will knock on the doors of all the corporations.,"	that won't make you rich. nobody will talk to you."
that won't make you rich.," nobody will talk to you.	i will keep knocking on doors."
i will keep knocking on doors.,"	all you will get is sore knuckles."
i love salads.,"	me too."
me too.,"	i usually eat a simple salad."
"i usually eat a simple salad.	what do you put in it?",
"what do you put in it?	just lettuce, tomato, and celery.",
"just lettuce, tomato, and celery.	that's it?",
"that's it?	i add some pepper and salt.",
i add some pepper and salt.,"	i always put cheese in my salads."
i always put cheese in my salads.,"	yes, cheese is nice."
"yes, cheese is nice.	what kind of dressing do you use?",
"what kind of dressing do you use?	i pour lots of french dressing on top.",
"i pour lots of french dressing on top.	me too. french dressing is so delicious! who cares about calories?",
i love cheese.,"	me too."
"me too.	where does cheese come from?",
"where does cheese come from?	it comes from cows.",
"it comes from cows.	so we get cheese from cows, and we get milk, too?",
"so we get cheese from cows, and we get milk, too?	yes, we do.",
"yes, we do.	what else do we get from cows?",
"what else do we get from cows?	we get hamburgers and steak.",
we get hamburgers and steak.,"	oh, that's so delicious."
"oh, that's so delicious.","	we also get leather."
"we also get leather.	we get a lot of things from cows, don't we?",
"we get a lot of things from cows, don't we?	yes.", a cow is man's best friend.
"i used to work in a deli.	how did you like it?",
how did you like it?,"	i loved it!"
"i loved it!	did you get free food?",
"did you get free food?	i ate free cheese and meat every day.",
i ate free cheese and meat every day.,"	that sounds like a great job."
that sounds like a great job.,"	whatever a customer ordered, i sliced off a little more for me."
"whatever a customer ordered, i sliced off a little more for me.	did you get fat?",
"did you get fat?	no, but i did put on a few pounds.",
"no, but i did put on a few pounds.","	that sounds like a dream job."
that sounds like a dream job.,"	it was, until one day my manager caught me."
"it was, until one day my manager caught me.	no more free cheese for you, huh?",
"i'm on a new diet.	what are you eating now?",
"what are you eating now?	i switched from pasta to potatoes.",
"i switched from pasta to potatoes.	why did you do that?",
"why did you do that?	pasta is processed food.", potatoes are natural food.
pasta is processed food.," potatoes are natural food.	natural food has more vitamins."
natural food has more vitamins.,"	and it's just as easy to prepare."
"and it's just as easy to prepare.	how do you prepare the potatoes?",
"how do you prepare the potatoes?	i wash them, and then steam them for 15 minutes.",
"i wash them, and then steam them for 15 minutes.","	that's pretty simple."
that's pretty simple.,"	then i add butter, salt, and pepper."
"then i add butter, salt, and pepper.	can i have all those cans of tomato sauce you bought for your pasta?",
"my girlfriend's mom got mad at me at the dinner table.	why was that?",
"why was that?	i sprinkled salt and pepper on the food before i tasted it.",
"i sprinkled salt and pepper on the food before i tasted it.	what's the matter with that?",
"what's the matter with that?	her mom is a great cook.",
her mom is a great cook.,"	so, a little salt and pepper never hurt anything."
"so, a little salt and pepper never hurt anything.","	it hurt her feelings."
it hurt her feelings.,"	oh."
oh.,"	i apologized to her, but i could tell she was still upset."
"i apologized to her, but i could tell she was still upset.","	maybe you shouldn't eat there again."
maybe you shouldn't eat there again.,"	i'm sure everything will be okay in a day or two."
i'm sure everything will be okay in a day or two.,"	it's your girlfriend's fault. she should have warned you."
i eat the same thing every day.,"	you're kidding."
you're kidding.,"	no, i'm serious."
"no, i'm serious.	doesn't that get old?",
"doesn't that get old?	no, because i'm eating food that i like.",
"no, because i'm eating food that i like.","	but the same thing day after day gets old."
but the same thing day after day gets old.,"	well, i guess if it ever does get old, i'll change to something different."
"well, i guess if it ever does get old, i'll change to something different.	do you eat fruits and vegetables every day?",
"do you eat fruits and vegetables every day?	no, i hate vegetables.",
"no, i hate vegetables.","	but you eat fruits."
but you eat fruits.,"	i eat two apples, one banana, and one orange every day."
"i eat two apples, one banana, and one orange every day.","	well, there's nothing wrong with that."
"there's something wrong with my orange.	what's wrong?",
what's wrong?,"	it's not orange!"
"it's not orange!	your orange isn't orange?",
your orange isn't orange?,"	no, it's dark pink!"
"no, it's dark pink!	are you sure? i never heard of such a thing.",
are you sure? i never heard of such a thing.,"	i just peeled it, and i'm looking at it right now."
"i just peeled it, and i'm looking at it right now.","	let me see. yes, you're right. your orange is pink."
"let me see. yes, you're right. your orange is pink.	who ever heard of such a thing?",
"who ever heard of such a thing?	oh, look.", here's the little sticker that was on it. it's called a pink navel.
"oh, look. here's the little sticker that was on it. it's called a pink navel.	what is this world coming to?",
"what is this world coming to?	who knows? maybe soon we'll have pink bananas.",
i love peanuts.,"	me, too. i love them roasted and salted."
"me, too."," i love them roasted and salted.	i love boiled peanuts."
"i love boiled peanuts.	boiled?", i never heard of that.
boiled? i never heard of that.,"	just boil raw peanuts in salt water until the shells are soft."
just boil raw peanuts in salt water until the shells are soft.,"	i'll have to try them sometime."
i'll have to try them sometime.,"	they're best when they're hot."
they're best when they're hot.,"	my brother is allergic to peanuts."
my brother is allergic to peanuts.,"	that's not good."
that's not good.,"	no, it isn't. he almost died when he was little."
"no, it isn't."," he almost died when he was little.	i guess he has to be very careful about what he eats."
i guess he has to be very careful about what he eats.,"	he has a very strict diet."
"i'm gaining weight.	how much have you gained?",
"how much have you gained?	three pounds just this month.",
"three pounds just this month.	do you know why?",
"do you know why?	i think it's the ice cream.",
"i think it's the ice cream.	you started eating ice cream?",
"you started eating ice cream?	it was on sale.",
"it was on sale.	how much did you buy?",
"how much did you buy?	i filled up my freezer with ice cream.",
i filled up my freezer with ice cream.,"	well, it won't last forever."
"well, it won't last forever.","	no, i figure i'll finish it all by next week."
"no, i figure i'll finish it all by next week.","	then you can start losing weight, if there isn't another sale."
i'm stuffed.,"	of course you are. you ate everything on the table."
of course you are.," you ate everything on the table.	i don't like to eat leftovers."
i don't like to eat leftovers.,"	i'm glad to hear there's something you don't like to eat."
i'm glad to hear there's something you don't like to eat.,"	i like my food hot and fresh."
i like my food hot and fresh.,"	you like to see it disappear."
you like to see it disappear.,"	i don't like it reheated."
i don't like it reheated.,"	well, you'll have hot fresh food tomorrow night."
"well, you'll have hot fresh food tomorrow night.","	i'm so full i'm going to burst."
i'm so full i'm going to burst.,"	you should loosen your belt."
you should loosen your belt.,"	i already loosened my belt and unbuttoned my pants."
i already loosened my belt and unbuttoned my pants.,"	well, don't stand up, please."
i saw what you did.,"	i didn't do anything."
i didn't do anything.,"	oh yes, you did."
"oh yes, you did.	what are you talking about?",
"what are you talking about?	you know what i'm talking about.",
you know what i'm talking about.,"	i don't have any idea."
i don't have any idea.,"	you know what you did."
"you know what you did.	maybe i know, but how could you know?",
"maybe i know, but how could you know?	because i was watching you.",
because i was watching you.,"	okay, i'm sorry i did it."
"okay, i'm sorry i did it.","	don't drink milk out of the carton. use a glass!"
don't drink milk out of the carton.," use a glass!	i promise i'll never drink out of the carton again."
i like that shirt.,"	so do i."
"so do i.	how much is it?",
"how much is it?	i don't know.", the tag is missing.
i don't know.," the tag is missing.	ask the clerk."
ask the clerk.,"	i will."
i will.,"	oh, look. here's another shirt just like it."
"oh, look. here's another shirt just like it.	does it have a price tag?",
"does it have a price tag?	yes, it does.", it's only $20.
"yes, it does."," it's only $20.	that's a great price."
that's a great price.,"	i think i'll buy both of them."
i think i'll buy both of them.,"	you'd better try them on first."
i bought you a pair of pants.,"	thank you."
thank you.,"	i hope they fit."
i hope they fit.,"	i hope you kept the receipt."
"i hope you kept the receipt.	you think they won't fit?",
"you think they won't fit?	i think i've put on some weight.",
"i think i've put on some weight.	you think?",
"you think?	maybe a pound or two.",
"maybe a pound or two.	maybe four or five pounds?",
"maybe four or five pounds?	my waist is bigger than it was.",
my waist is bigger than it was.,"	no problem. these pants have an elastic waistband."
no problem.," these pants have an elastic waistband.	you are so smart!"
"what do we need to buy?	let me look at our list.",
let me look at our list.,"	i know that we need milk."
i know that we need milk.,"	nonfat."
"nonfat.	of course. what else?",
of course. what else?,"	we need cheese, bread, and ham."
"we need cheese, bread, and ham.	what kind of cheese?",
"what kind of cheese?	swiss.",
swiss.,"	of course, the cheese with holes in it."
"of course, the cheese with holes in it.","	i never used to buy swiss cheese."
"i never used to buy swiss cheese.	why not?",
"why not?	i didn't want to pay for the holes.",
i need some pants.,"	i thought you just bought a pair."
i thought you just bought a pair.,"	i did."
"i did.	what's wrong with them so soon?",
"what's wrong with them so soon?	the pants are fine, but the pocket has a huge hole in it.",
"the pants are fine, but the pocket has a huge hole in it.","	you shouldn't carry your keys and pens in your pocket."
you shouldn't carry your keys and pens in your pocket.,"	but that's what pockets are for."
but that's what pockets are for.,"	you should carry them in a purse."
you should carry them in a purse.,"	i'm a man, and men don't carry purses!"
"i'm a man, and men don't carry purses!	well, you should buy pants with stronger pockets.",
"well, you should buy pants with stronger pockets.","	i would if i could find someone who makes strong pockets."
i would if i could find someone who makes strong pockets.,"	try a google search online."
"what are those wipes for?	you use them to wipe the handle of the shopping cart.",
you use them to wipe the handle of the shopping cart.,"	that's a great idea."
that's a great idea.,"	yes, all the markets just started offering wipes to shoppers."
"yes, all the markets just started offering wipes to shoppers.","	i'm going to take five wipes."
"i'm going to take five wipes.	what do you need five of them for?",
"what do you need five of them for?	one to wipe the handle, and the others to wipe the produce.",
"one to wipe the handle, and the others to wipe the produce.	what's the matter with the produce?",
what's the matter with the produce?,"	do you think the bananas fell from the sky?"
do you think the bananas fell from the sky?,"	what do you mean?"
"what do you mean?	i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.",
"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.","	well, you better save a wipe for the dirty dollar bills you're going to pay with."
"did you go to the 99 cents store?	yes, i did.",
"yes, i did.	what did you buy?",
"what did you buy?	well, i got a lot of good deals, as usual.",
"well, i got a lot of good deals, as usual.	like what?",
"like what?	well, a dozen large eggs were only 99 cents.",
"well, a dozen large eggs were only 99 cents.","	that's a good deal."
that's a good deal.,"	and a one-pound tub of soft butter was the same price."
and a one-pound tub of soft butter was the same price.,"	another good deal."
another good deal.,"	but the best deal was five pounds of potatoes for 99 cents."
but the best deal was five pounds of potatoes for 99 cents.,"	i don't know how that store makes money."
i don't know how that store makes money.,"	neither do i, but they're doing something right."
"i need a new computer.	what's the matter with yours?",
"what's the matter with yours?	it's six years old.",
it's six years old.,"	that's pretty old."
that's pretty old.,"	it still works, but i'm going to give it to a charity."
"it still works, but i'm going to give it to a charity.	are you going to buy a desktop or laptop?",
"are you going to buy a desktop or laptop?	oh, a laptop, of course.",
"oh, a laptop, of course.	a pc or a mac?",
"a pc or a mac?	i haven't decided yet.",
i haven't decided yet.,"	more and more people are using macs."
more and more people are using macs.,"	but 90 percent of the world uses pcs."
but 90 percent of the world uses pcs.,"	and that's not going to change anytime soon."
"i got ripped off.	what happened?",
"what happened?	i had a car problem, so i went online.",
"i had a car problem, so i went online.	did you find a solution?",
"did you find a solution?	yes, i did.", a site i went to said they would send me the solution.
"yes, i did. a site i went to said they would send me the solution.	so, what's the problem?",
"so, what's the problem?	i sent them $20 using my credit card, but they never sent me the solution.",
"i sent them $20 using my credit card, but they never sent me the solution.	what are you going to do?",
"what are you going to do?	i sent them an email asking for my money back.",
"i sent them an email asking for my money back.	have you heard from them?",
"have you heard from them?	not yet.", it's been a week.
not yet.," it's been a week.	well, i guess that's a $20 lesson for you."
where's the pencil sharpener?,"	which one?"
"which one?	any one.", i need to sharpen this pencil.
